Id,Model,Manufacturer,Model_year,Drivetrain,Warranty,Accident,Condition,Battery,Mileage,Price
TRAIN_0327,M3,T사,0,RWD,2,No,Pre-Owned,58.707,154503,52.87
TRAIN_0328,Niro,K사,0,FWD,3,No,Pre-Owned,48.093,95335,27.97
TRAIN_0329,M3,T사,0,RWD,8,No,Brand New,90.0,6247,54.46
TRAIN_0330,ID4,V사,0,AWD,8,No,Brand New,,8445,40.89
TRAIN_0331,TayGTS,P사,2,AWD,0,No,Nearly New,,27180,159.61
TRAIN_0332,i3,B사,0,RWD,2,No,Pre-Owned,46.0,180796,23.16
TRAIN_0333,eT,A사,0,AWD,7,No,Brand New,91.2,559,65.93
TRAIN_0334,eT,A사,0,AWD,8,No,Brand New,95.0,5069,58.92
TRAIN_0335,Tay,P사,0,AWD,2,No,Brand New,,9568,95.12
TRAIN_0336,MY,T사,0,AWD,2,Yes,Pre-Owned,58.707,172969,76.4
TRAIN_0337,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,132658,115.89
TRAIN_0338,Niro,K사,0,FWD,5,Yes,Nearly New,56.0,12806,28.49
TRAIN_0339,i5,B사,0,RWD,0,No,Pre-Owned,58.577,73077,60.55
TRAIN_0340,Tay,P사,0,AWD,2,No,Brand New,,1807,104.78
TRAIN_0341,Q4eT,A사,0,AWD,7,No,Brand New,,1893,59.51
TRAIN_0342,EV6,K사,0,AWD,9,No,Brand New,,9842,41.26
TRAIN_0343,KNE,H사,0,FWD,10,No,Brand New,,8990,21.5
TRAIN_0344,eT,A사,0,AWD,3,No,Nearly New,77.46,11445,73.95
TRAIN_0345,MS,T사,0,AWD,7,No,Brand New,96.0,69,69.11
TRAIN_0346,IONIQ,H사,0,FWD,1,No,Pre-Owned,75.5,44283,23.45
TRAIN_0347,ID4,V사,0,AWD,7,No,Brand New,,3332,34.28
TRAIN_0348,MY,T사,0,AWD,4,No,Nearly New,63.701,48360,77.58
TRAIN_0349,Niro,K사,0,FWD,9,Yes,Brand New,90.0,5951,25.16
TRAIN_0350,ION6,H사,0,AWD,10,No,Brand New,,7806,39.0
TRAIN_0351,ION6,H사,0,AWD,10,Yes,Brand New,,8826,38.92
TRAIN_0352,eT,A사,0,AWD,7,No,Brand New,91.2,4218,65.15
TRAIN_0353,i5,B사,0,RWD,3,No,Nearly New,66.208,25579,63.06
TRAIN_0354,eT,A사,0,AWD,8,No,Brand New,95.0,9525,60.12
TRAIN_0355,ID4,V사,0,AWD,7,No,Brand New,,8651,33.14
TRAIN_0356,EV6,K사,0,FWD,9,No,Brand New,,7543,39.96
TRAIN_0357,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,156020,124.03
TRAIN_0358,Q4eT,A사,0,AWD,8,No,Brand New,,3634,59.24
TRAIN_0359,KNE,H사,0,FWD,4,No,Pre-Owned,68.488,52226,28.92
TRAIN_0360,i3,B사,0,AWD,2,Yes,Pre-Owned,46.0,117810,23.46
TRAIN_0361,eT,A사,2,AWD,6,No,Nearly New,,13430,74.68
TRAIN_0362,TayCT,P사,0,AWD,2,No,Brand New,,8051,120.14
TRAIN_0363,i3,B사,0,AWD,7,No,Brand New,,6303,24.92
TRAIN_0364,TayCT,P사,2,AWD,0,No,Nearly New,76.093,44163,119.0
TRAIN_0365,ID4,V사,0,AWD,7,No,Brand New,,4156,33.85
TRAIN_0366,KNE,H사,2,FWD,8,No,Nearly New,68.488,26791,27.09
TRAIN_0367,ID4,V사,0,AWD,7,No,Brand New,,1781,34.71
TRAIN_0368,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,67281,39.43
TRAIN_0369,M3,T사,0,RWD,8,No,Brand New,,6990,54.6
TRAIN_0370,EV6,K사,0,FWD,9,No,Brand New,90.0,5175,40.84
TRAIN_0371,i5,B사,0,AWD,0,No,Pre-Owned,58.577,174970,60.72
TRAIN_0372,i5,B사,0,AWD,3,No,Nearly New,66.208,25459,64.6
TRAIN_0373,MY,T사,0,AWD,8,No,Brand New,,5521,75.38
TRAIN_0374,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,117560,37.87
TRAIN_0375,i5,B사,0,AWD,7,No,Brand New,,1004,65.88
TRAIN_0376,KNE,H사,0,FWD,5,No,Nearly New,68.488,37329,28.77
TRAIN_0377,Tay,P사,0,AWD,2,Yes,Brand New,,9115,95.81
TRAIN_0378,MY,T사,0,AWD,7,No,Brand New,,4582,64.02
TRAIN_0379,iX,B사,0,RWD,7,No,Brand New,90.0,2975,79.76
TRAIN_0380,MY,T사,0,AWD,2,No,Pre-Owned,58.707,175956,77.25
TRAIN_0381,eT,A사,0,AWD,8,No,Brand New,95.0,8568,59.5
TRAIN_0382,ION5,H사,1,AWD,7,No,Nearly New,68.479,47853,35.0
TRAIN_0383,EV6,K사,0,FWD,10,No,Brand New,,1979,48.47
TRAIN_0384,i3,B사,0,AWD,0,No,Pre-Owned,46.0,184921,22.6
TRAIN_0385,Soul,K사,0,FWD,10,No,Brand New,,4148,17.65
TRAIN_0386,MX,T사,0,AWD,8,No,Brand New,99.8,5784,72.57
TRAIN_0387,iX,B사,0,AWD,7,No,Brand New,,3558,79.68
TRAIN_0388,Tay,P사,0,AWD,2,No,Brand New,,7012,104.45
TRAIN_0389,i3,B사,0,AWD,0,No,Pre-Owned,46.0,148780,22.75
TRAIN_0390,TayCT,P사,0,AWD,2,No,Brand New,90.0,7777,130.52
TRAIN_0391,eT,A사,0,AWD,7,No,Brand New,91.2,8976,65.56
TRAIN_0392,i5,B사,1,RWD,5,No,Nearly New,71.841,29704,60.38
TRAIN_0393,Q4eT,A사,0,AWD,8,No,Brand New,90.0,3086,59.69
TRAIN_0394,i5,B사,2,RWD,6,No,Nearly New,74.834,44079,63.48
TRAIN_0395,RSeTGT,A사,0,AWD,0,No,Pre-Owned,,52495,94.19
TRAIN_0396,KNE,H사,0,FWD,9,No,Brand New,,4169,25.43
TRAIN_0397,i3,B사,0,RWD,1,No,Pre-Owned,46.0,192367,23.35
TRAIN_0398,KNE,H사,0,FWD,1,No,Pre-Owned,68.488,73973,27.32
TRAIN_0399,eT,A사,0,AWD,0,No,Pre-Owned,68.532,172524,70.09
TRAIN_0400,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,121421,114.96
TRAIN_0401,i3,B사,1,RWD,5,No,Nearly New,56.0,41476,23.97
TRAIN_0402,Q4eT,A사,0,AWD,7,No,Brand New,,543,59.92
TRAIN_0403,TayGTS,P사,0,AWD,2,No,Pre-Owned,73.11,79650,156.29
TRAIN_0404,KNE,H사,0,FWD,9,No,Brand New,,4943,24.58
TRAIN_0405,Niro,K사,0,FWD,5,No,Nearly New,56.0,24328,27.95
TRAIN_0406,MY,T사,0,AWD,0,No,Pre-Owned,54.104,92277,74.37
TRAIN_0407,EV6,K사,0,AWD,10,No,Brand New,90.0,2557,47.47
TRAIN_0408,ION5,H사,1,AWD,7,Yes,Nearly New,68.479,22494,35.0
TRAIN_0409,KNE,H사,0,FWD,9,No,Brand New,,7759,25.06
TRAIN_0410,i3,B사,0,AWD,7,No,Brand New,,6578,24.57
TRAIN_0411,i5,B사,0,RWD,2,No,Pre-Owned,63.56,186347,62.32
TRAIN_0412,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,174626,21.93
TRAIN_0413,i5,B사,0,RWD,1,Yes,Pre-Owned,61.018,191779,62.03
TRAIN_0414,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,144500,40.79
TRAIN_0415,Niro,K사,0,FWD,9,No,Brand New,,7340,25.5
TRAIN_0416,KNE,H사,0,FWD,10,No,Brand New,90.0,491,22.34
TRAIN_0417,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,100355,37.44
TRAIN_0418,M3,T사,0,RWD,7,No,Brand New,,7117,47.72
TRAIN_0419,M3,T사,0,RWD,7,No,Brand New,,783,46.82
TRAIN_0420,TayGTS,P사,0,AWD,2,No,Brand New,90.0,8380,160.41
TRAIN_0421,KNE,H사,0,FWD,10,No,Brand New,,3924,22.21
TRAIN_0422,MY,T사,0,AWD,0,No,Pre-Owned,51.94,95569,73.4
TRAIN_0423,IONIQ,H사,2,FWD,3,No,Nearly New,,68137,19.73
TRAIN_0424,Niro,K사,0,AWD,3,No,Pre-Owned,48.093,180988,27.31
TRAIN_0425,i5,B사,0,AWD,4,No,Nearly New,68.967,16407,63.44
TRAIN_0426,MS,T사,0,AWD,8,No,Brand New,99.8,612,63.79
TRAIN_0427,Q4eT,A사,0,AWD,8,No,Brand New,90.0,6891,59.95
TRAIN_0428,TayGTS,P사,0,AWD,2,No,Brand New,93.4,9552,160.15
TRAIN_0429,Soul,K사,0,FWD,1,No,Pre-Owned,46.0,139646,21.68
TRAIN_0430,RSeTGT,A사,0,AWD,8,No,Brand New,,397,100.65
TRAIN_0431,i5,B사,0,AWD,3,No,Nearly New,66.208,38896,64.06
TRAIN_0432,MX,T사,0,AWD,4,No,Nearly New,,43648,93.81
TRAIN_0433,KNE,H사,1,FWD,7,No,Nearly New,68.488,49129,28.73
TRAIN_0434,i3,B사,2,RWD,6,No,Nearly New,56.0,11431,24.0
TRAIN_0435,M3,T사,0,RWD,7,No,Brand New,90.0,6728,46.31
TRAIN_0436,TayCT,P사,1,AWD,1,No,Nearly New,76.093,44626,130.47
TRAIN_0437,eT,A사,0,AWD,0,No,Pre-Owned,68.532,95715,70.21
TRAIN_0438,KNE,H사,0,FWD,10,No,Brand New,90.0,7687,22.02
TRAIN_0439,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,76543,39.53
TRAIN_0440,Soul,K사,0,FWD,6,No,Nearly New,56.0,45785,23.28
TRAIN_0441,Niro,K사,1,FWD,7,No,Nearly New,56.623,17956,27.46
TRAIN_0442,iX,B사,0,RWD,8,No,Brand New,,9429,80.25
TRAIN_0443,EV6,K사,0,AWD,10,No,Brand New,,2030,48.05
TRAIN_0444,Soul,K사,0,FWD,9,No,Brand New,,2902,21.05
TRAIN_0445,KNE,H사,0,FWD,9,No,Brand New,,9587,23.78
TRAIN_0446,i3,B사,0,AWD,3,No,Nearly New,56.0,43779,23.97
TRAIN_0447,ION5,H사,0,AWD,9,No,Brand New,,4053,35.87
TRAIN_0448,i3,B사,0,RWD,4,No,Nearly New,56.0,21545,23.41
TRAIN_0449,M3,T사,0,RWD,8,No,Brand New,,4872,55.0
TRAIN_0450,IONIQ,H사,1,FWD,3,No,Nearly New,,26350,22.29
TRAIN_0451,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,78686,38.36
TRAIN_0452,TayCT,P사,2,AWD,0,No,Nearly New,76.093,11762,119.04
TRAIN_0453,ION5,H사,0,AWD,10,No,Brand New,,4716,35.96
TRAIN_0454,ID4,V사,0,AWD,4,Yes,Nearly New,65.4,39919,40.24
TRAIN_0455,ID4,V사,0,AWD,4,No,Nearly New,65.4,34984,40.1
TRAIN_0456,MY,T사,0,AWD,7,No,Brand New,,2931,64.44
TRAIN_0457,i3,B사,0,RWD,0,No,Pre-Owned,46.0,169115,22.22
TRAIN_0458,TayCT,P사,0,AWD,2,No,Brand New,,8842,130.32
TRAIN_0459,MX,T사,0,AWD,1,No,Pre-Owned,75.145,154013,90.42
TRAIN_0460,ION6,H사,0,AWD,9,No,Brand New,,103,39.0
TRAIN_0461,iX,B사,0,RWD,7,No,Brand New,,7275,79.41
TRAIN_0462,TayCT,P사,1,AWD,1,No,Nearly New,76.093,32013,131.56
TRAIN_0463,RSeTGT,A사,0,AWD,7,No,Brand New,,2571,100.79
TRAIN_0464,M3,T사,0,RWD,7,No,Brand New,,8152,46.6
TRAIN_0465,ION6,H사,0,AWD,10,No,Brand New,,6088,38.93
TRAIN_0466,KNE,H사,0,FWD,4,No,Pre-Owned,68.488,168512,28.32
TRAIN_0467,TayGTS,P사,0,AWD,2,No,Brand New,,6604,160.69
TRAIN_0468,ION5,H사,0,AWD,5,No,Nearly New,63.11,30320,35.0
TRAIN_0469,iX,B사,0,RWD,7,No,Brand New,,6990,80.56
TRAIN_0470,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,175818,124.33
TRAIN_0471,Tay,P사,0,AWD,2,No,Brand New,,5201,96.24
TRAIN_0472,RSeTGT,A사,0,AWD,7,Yes,Brand New,90.0,512,100.07
TRAIN_0473,MS,T사,0,AWD,0,No,Pre-Owned,72.139,50183,77.92
TRAIN_0474,RSeTGT,A사,0,AWD,2,No,Pre-Owned,,167323,97.53
TRAIN_0475,i3,B사,0,RWD,3,No,Nearly New,56.0,40254,23.24
TRAIN_0476,EV6,K사,0,FWD,9,No,Brand New,,2250,41.04
TRAIN_0477,i5,B사,1,RWD,5,No,Nearly New,71.841,43279,60.83
TRAIN_0478,ION6,H사,0,AWD,4,No,Pre-Owned,60.585,141611,38.0
TRAIN_0479,M3,T사,0,RWD,8,No,Brand New,,8132,54.18
TRAIN_0480,ION5,H사,0,AWD,10,No,Brand New,,5817,35.96
TRAIN_0481,MX,T사,0,AWD,7,No,Brand New,96.0,586,77.24
TRAIN_0482,TayGTS,P사,0,AWD,2,No,Pre-Owned,70.185,175140,156.31
TRAIN_0483,TayCT,P사,0,AWD,2,No,Brand New,90.0,6137,129.28
TRAIN_0484,MX,T사,0,AWD,7,Yes,Brand New,96.0,4375,78.85
TRAIN_0485,i3,B사,2,RWD,6,No,Nearly New,56.0,15455,23.92
TRAIN_0486,Soul,K사,0,FWD,9,No,Brand New,,6159,21.14
TRAIN_0487,RSeTGT,A사,0,AWD,2,No,Pre-Owned,,58934,97.0
TRAIN_0488,i5,B사,0,RWD,0,No,Pre-Owned,58.577,69631,60.38
TRAIN_0489,i3,B사,0,AWD,4,No,Nearly New,56.0,36373,24.0
TRAIN_0490,EV6,K사,0,AWD,9,No,Brand New,,367,41.12
TRAIN_0491,i5,B사,0,RWD,7,No,Brand New,,2815,64.62
TRAIN_0492,MX,T사,0,AWD,8,No,Brand New,99.8,2312,72.12
TRAIN_0493,IONIQ,H사,1,FWD,3,No,Nearly New,57.63,50437,24.56
TRAIN_0494,Q4eT,A사,1,AWD,5,No,Nearly New,72.548,17165,57.68
TRAIN_0495,MX,T사,0,AWD,8,No,Brand New,99.8,8632,72.52
TRAIN_0496,Niro,K사,2,AWD,8,No,Nearly New,58.982,22529,26.89
TRAIN_0497,Niro,K사,0,FWD,1,No,Pre-Owned,46.0,91806,28.03
TRAIN_0498,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,130409,124.01
TRAIN_0499,Tay,P사,0,AWD,2,No,Brand New,,8699,104.02
TRAIN_0500,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,47602,58.36
TRAIN_0501,TayGTS,P사,0,AWD,2,No,Brand New,90.0,1029,160.82
TRAIN_0502,Q4eT,A사,0,AWD,7,No,Brand New,,6923,59.99
TRAIN_0503,ID4,V사,0,AWD,7,No,Brand New,90.0,8675,34.74
TRAIN_0504,MY,T사,0,AWD,7,No,Brand New,,7091,63.16
TRAIN_0505,ION5,H사,0,AWD,2,No,Pre-Owned,55.836,135569,34.19
TRAIN_0506,ION5,H사,0,AWD,6,Yes,Nearly New,65.739,21650,34.92
TRAIN_0507,MS,T사,0,AWD,7,No,Brand New,96.0,5903,69.97
TRAIN_0508,KNE,H사,0,FWD,10,No,Brand New,,8207,21.23
TRAIN_0509,MY,T사,0,AWD,3,No,Nearly New,61.153,17766,77.45
TRAIN_0510,MX,T사,0,AWD,0,No,Pre-Owned,72.139,129637,87.9
TRAIN_0511,eT,A사,0,AWD,8,No,Brand New,95.0,8980,59.61
TRAIN_0512,Niro,K사,0,FWD,10,No,Brand New,,4667,20.64
TRAIN_0513,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,172457,115.65
TRAIN_0514,Q4eT,A사,0,AWD,2,No,Pre-Owned,64.186,137717,57.8
TRAIN_0515,Q4eT,A사,0,AWD,3,No,Nearly New,66.861,14214,59.0
TRAIN_0516,MY,T사,0,AWD,8,No,Brand New,,1729,74.27
TRAIN_0517,RSeTGT,A사,0,AWD,4,No,Nearly New,,44741,99.78
TRAIN_0518,i5,B사,1,RWD,5,No,Nearly New,71.841,35907,60.55
TRAIN_0519,MS,T사,0,AWD,3,No,Nearly New,,48712,82.33
TRAIN_0520,i3,B사,0,RWD,4,No,Nearly New,56.0,10579,23.44
TRAIN_0521,eT,A사,0,AWD,2,No,Pre-Owned,74.362,142543,72.44
TRAIN_0522,MY,T사,0,AWD,8,No,Brand New,90.0,1845,75.26
TRAIN_0523,RSeTGT,A사,0,AWD,1,No,Pre-Owned,78.227,82964,97.9
TRAIN_0524,i5,B사,0,RWD,1,No,Pre-Owned,61.018,56688,63.52
TRAIN_0525,Tay,P사,0,AWD,2,No,Brand New,,6438,95.73
TRAIN_0526,i5,B사,0,RWD,1,No,Pre-Owned,61.018,127596,63.55
TRAIN_0527,MY,T사,0,AWD,7,No,Brand New,,4476,64.46
TRAIN_0528,i5,B사,0,RWD,4,No,Nearly New,68.967,25823,63.84
TRAIN_0529,eT,A사,0,AWD,2,No,Pre-Owned,74.362,167654,72.43
TRAIN_0530,iX,B사,0,RWD,8,No,Brand New,,2230,79.76
TRAIN_0531,ID4,V사,0,AWD,0,No,Pre-Owned,55.547,67441,38.58
TRAIN_0532,ID4,V사,1,AWD,5,No,Nearly New,68.125,19981,41.46
TRAIN_0533,Soul,K사,2,AWD,8,No,Nearly New,58.982,42106,23.62
TRAIN_0534,i5,B사,0,AWD,8,No,Brand New,,6209,65.3
TRAIN_0535,MY,T사,0,AWD,3,No,Nearly New,61.153,30096,77.16
TRAIN_0536,ID4,V사,0,AWD,4,No,Nearly New,65.4,16543,40.32
TRAIN_0537,RSeTGT,A사,0,AWD,7,No,Brand New,90.0,798,100.88
TRAIN_0538,eT,A사,0,AWD,0,No,Pre-Owned,68.532,55193,69.33
TRAIN_0539,ID4,V사,0,AWD,4,No,Nearly New,65.4,41219,40.71
TRAIN_0540,TayGTS,P사,0,AWD,2,No,Brand New,90.0,8993,160.12
TRAIN_0541,eT,A사,0,AWD,7,No,Brand New,91.2,2270,65.61
TRAIN_0542,TayCT,P사,0,AWD,2,No,Nearly New,76.093,34491,131.24
TRAIN_0543,EV6,K사,0,AWD,9,No,Brand New,,5759,39.88
TRAIN_0544,ION6,H사,2,AWD,8,No,Nearly New,71.332,34863,37.38
TRAIN_0545,iX,B사,0,RWD,7,No,Brand New,,5644,78.92
TRAIN_0546,M3,T사,0,RWD,8,No,Brand New,,5883,54.65
TRAIN_0547,MX,T사,0,AWD,7,No,Brand New,96.0,8367,77.44
TRAIN_0548,ID4,V사,0,AWD,1,No,Pre-Owned,57.861,61129,40.65
TRAIN_0549,EV6,K사,0,FWD,10,No,Brand New,90.0,7672,47.16
TRAIN_0550,Soul,K사,1,AWD,7,No,Nearly New,56.623,31852,23.52
TRAIN_0551,ION6,H사,0,AWD,9,No,Brand New,,8006,38.46
TRAIN_0552,RSeTGT,A사,0,AWD,8,No,Brand New,,2427,100.0
TRAIN_0553,ION6,H사,0,AWD,6,No,Nearly New,65.739,41868,37.89
TRAIN_0554,KNE,H사,0,FWD,6,No,Nearly New,68.488,17855,28.25
TRAIN_0555,i3,B사,0,RWD,0,No,Pre-Owned,46.0,151751,22.08
TRAIN_0556,KNE,H사,0,FWD,9,No,Brand New,,1834,25.4
TRAIN_0557,Niro,K사,0,AWD,1,Yes,Pre-Owned,46.0,161473,28.45
TRAIN_0558,MX,T사,0,AWD,8,No,Brand New,99.8,3413,71.17
TRAIN_0559,Niro,K사,0,FWD,10,No,Brand New,,9276,20.91
TRAIN_0560,Tay,P사,0,AWD,2,No,Nearly New,64.578,19669,120.23
TRAIN_0561,ION6,H사,0,AWD,2,No,Pre-Owned,55.836,199384,36.84
TRAIN_0562,ION5,H사,0,AWD,9,No,Brand New,,2783,35.64
TRAIN_0563,Niro,K사,0,AWD,1,No,Pre-Owned,46.0,146762,26.89
TRAIN_0564,MS,T사,0,AWD,8,No,Brand New,99.8,767,64.83
TRAIN_0565,i3,B사,0,RWD,1,No,Pre-Owned,46.0,128844,23.31
TRAIN_0566,Q4eT,A사,0,AWD,2,No,Pre-Owned,64.186,77207,56.95
TRAIN_0567,eT,A사,1,AWD,5,No,Nearly New,84.05,47254,74.35
TRAIN_0568,ION5,H사,0,AWD,9,No,Brand New,,7128,36.0
TRAIN_0569,eT,A사,1,AWD,5,No,Nearly New,84.05,45970,74.37
TRAIN_0570,Niro,K사,0,AWD,1,No,Pre-Owned,46.0,146883,26.41
TRAIN_0571,TayGTS,P사,0,AWD,2,No,Pre-Owned,73.11,82067,155.8
TRAIN_0572,M3,T사,2,RWD,6,No,Nearly New,69.12,35993,50.48
TRAIN_0573,i3,B사,2,AWD,6,No,Nearly New,56.0,36775,23.37
TRAIN_0574,ID4,V사,0,AWD,7,No,Brand New,,4375,34.58
TRAIN_0575,EV6,K사,0,FWD,9,No,Brand New,,9818,41.55
TRAIN_0576,ION6,H사,0,AWD,10,Yes,Brand New,,82,38.7
TRAIN_0577,MY,T사,0,AWD,1,Yes,Pre-Owned,56.359,180281,77.29
TRAIN_0578,Tay,P사,0,AWD,2,No,Nearly New,67.268,37148,121.11
TRAIN_0579,MY,T사,2,AWD,6,No,Nearly New,69.12,29434,67.66
TRAIN_0580,IONIQ,H사,1,FWD,1,No,Pre-Owned,,56809,27.42
TRAIN_0581,ID4,V사,0,AWD,7,No,Brand New,,1704,34.79
TRAIN_0582,eT,A사,0,AWD,0,No,Pre-Owned,65.791,142376,69.51
TRAIN_0583,i3,B사,1,AWD,5,No,Nearly New,56.0,21888,23.84
TRAIN_0584,i5,B사,0,RWD,2,No,Pre-Owned,63.56,83332,63.36
TRAIN_0585,MS,T사,0,AWD,7,No,Brand New,96.0,3702,69.18
TRAIN_0586,ID4,V사,0,AWD,7,No,Brand New,,846,34.92
TRAIN_0587,KNE,H사,1,FWD,7,No,Nearly New,68.488,48994,27.12
TRAIN_0588,Tay,P사,0,AWD,2,No,Brand New,,7294,96.14
TRAIN_0589,TayGTS,P사,0,AWD,2,No,Brand New,,2846,160.15
TRAIN_0590,M3,T사,0,RWD,8,No,Brand New,,9227,54.99
TRAIN_0591,i3,B사,0,RWD,2,Yes,Pre-Owned,46.0,76196,23.47
TRAIN_0592,MY,T사,0,AWD,0,No,Pre-Owned,51.94,193523,74.77
TRAIN_0593,Niro,K사,0,FWD,1,No,Pre-Owned,46.0,85715,27.41
TRAIN_0594,eT,A사,0,AWD,0,No,Pre-Owned,68.532,81710,70.09
TRAIN_0595,iX,B사,0,RWD,8,No,Brand New,,6017,79.91
TRAIN_0596,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,184186,125.02
TRAIN_0597,TayCT,P사,0,AWD,2,No,Nearly New,76.093,12574,130.28
TRAIN_0598,Tay,P사,0,AWD,2,No,Brand New,,9453,103.3
TRAIN_0599,Q4eT,A사,0,AWD,4,No,Nearly New,69.646,18464,58.71
TRAIN_0600,EV6,K사,0,FWD,9,No,Brand New,90.0,8128,41.52
TRAIN_0601,Tay,P사,0,AWD,2,No,Brand New,,6,96.06
TRAIN_0602,KNE,H사,0,FWD,9,No,Brand New,90.0,4642,24.35
TRAIN_0603,Soul,K사,0,AWD,4,No,Pre-Owned,50.096,116074,23.63
TRAIN_0604,MX,T사,0,AWD,7,No,Brand New,96.0,9996,78.03
TRAIN_0605,i3,B사,0,RWD,8,No,Brand New,,7059,24.34
TRAIN_0606,i3,B사,0,RWD,1,No,Pre-Owned,46.0,186730,23.41
TRAIN_0607,MX,T사,0,AWD,0,No,Pre-Owned,69.253,163265,88.99
TRAIN_0608,MX,T사,0,AWD,1,No,Pre-Owned,75.145,152079,90.15
TRAIN_0609,MY,T사,0,AWD,8,No,Brand New,,161,75.54
TRAIN_0610,i5,B사,1,RWD,5,No,Nearly New,71.841,15972,61.56
TRAIN_0611,Tay,P사,0,AWD,2,No,Pre-Owned,54.849,157354,113.95
TRAIN_0612,eT,A사,0,AWD,0,Yes,Pre-Owned,68.532,139478,70.16
TRAIN_0613,ID4,V사,0,AWD,7,No,Brand New,,6665,34.63
TRAIN_0614,ID4,V사,0,AWD,2,No,Pre-Owned,60.272,137305,40.69
TRAIN_0615,TayCT,P사,0,AWD,2,No,Brand New,,4895,120.0
TRAIN_0616,MS,T사,0,AWD,2,No,Pre-Owned,,149405,80.87
TRAIN_0617,i5,B사,0,AWD,4,No,Nearly New,68.967,29818,63.73
TRAIN_0618,ID4,V사,2,AWD,6,No,Nearly New,70.963,37006,36.82
TRAIN_0619,Tay,P사,0,AWD,2,No,Brand New,90.0,5374,95.99
TRAIN_0620,i5,B사,0,RWD,4,No,Nearly New,68.967,36520,63.82
TRAIN_0621,TayGTS,P사,0,AWD,2,No,Brand New,,204,160.22
TRAIN_0622,M3,T사,0,RWD,7,No,Brand New,,1066,47.0
TRAIN_0623,KNE,H사,0,FWD,6,No,Nearly New,68.488,47706,28.62
TRAIN_0624,TayGTS,P사,0,AWD,2,No,Brand New,93.4,7288,160.56
TRAIN_0625,KNE,H사,0,FWD,9,No,Brand New,,853,23.82
TRAIN_0626,i3,B사,1,RWD,5,No,Nearly New,56.0,26080,23.95
TRAIN_0627,i3,B사,1,AWD,5,No,Nearly New,56.0,31516,23.99
TRAIN_0628,ION5,H사,0,AWD,9,No,Brand New,,348,35.39
TRAIN_0629,TayCT,P사,0,AWD,2,No,Brand New,,5400,130.21
TRAIN_0630,MY,T사,0,AWD,1,No,Pre-Owned,56.359,143638,76.76
TRAIN_0631,Q4eT,A사,0,AWD,0,No,Pre-Owned,56.788,179261,55.28
TRAIN_0632,IONIQ,H사,0,FWD,3,No,Nearly New,46.13,29087,15.0
TRAIN_0633,KNE,H사,0,FWD,10,No,Brand New,,2674,21.92
TRAIN_0634,ION5,H사,0,AWD,10,No,Brand New,90.0,2996,35.97
TRAIN_0635,ION6,H사,1,AWD,7,No,Nearly New,68.479,30412,38.0
TRAIN_0636,MX,T사,0,AWD,7,No,Brand New,96.0,4594,78.86
TRAIN_0637,EV6,K사,0,FWD,10,No,Brand New,,840,47.14
TRAIN_0638,Tay,P사,1,AWD,1,No,Nearly New,70.071,31479,120.42
TRAIN_0639,i3,B사,0,AWD,0,No,Pre-Owned,46.0,60857,22.4
TRAIN_0640,eT,A사,0,AWD,8,No,Brand New,95.0,6453,59.98
TRAIN_0641,RSeTGT,A사,0,AWD,8,No,Brand New,,4881,100.47
TRAIN_0642,KNE,H사,1,FWD,7,No,Nearly New,68.488,26044,28.11
TRAIN_0643,i3,B사,0,AWD,7,No,Brand New,,4481,24.62
TRAIN_0644,MY,T사,0,AWD,8,No,Brand New,,2031,75.71
TRAIN_0645,Niro,K사,0,AWD,3,No,Pre-Owned,48.093,194788,28.75
TRAIN_0646,ID4,V사,0,AWD,0,No,Pre-Owned,53.325,148800,39.7
TRAIN_0647,EV6,K사,0,AWD,9,No,Brand New,,5361,41.59
TRAIN_0648,ID4,V사,1,AWD,5,No,Nearly New,68.125,11357,40.54
TRAIN_0649,i5,B사,2,RWD,6,Yes,Nearly New,74.834,26974,64.13
TRAIN_0650,MY,T사,2,AWD,6,No,Nearly New,69.12,37997,68.23
TRAIN_0651,Niro,K사,2,FWD,8,No,Nearly New,58.982,15504,28.1
TRAIN_0652,ID4,V사,2,AWD,6,No,Nearly New,70.963,39605,37.1
TRAIN_0653,MX,T사,0,AWD,8,No,Brand New,99.8,9298,71.73
TRAIN_0654,Soul,K사,0,AWD,3,No,Pre-Owned,48.093,76920,23.42
TRAIN_0655,TayCT,P사,0,AWD,2,No,Pre-Owned,76.093,179759,125.15
TRAIN_0656,TayGTS,P사,0,AWD,2,No,Brand New,,4410,160.6
TRAIN_0657,ION6,H사,0,AWD,9,No,Brand New,,3944,38.73
TRAIN_0658,ID4,V사,0,AWD,7,No,Brand New,90.0,131,33.88
